analyst_id,organization_id,name,role,team,experience_years,shift,status,joined_at
AN24000,ORG00351,Ananya Sharma 24000,L1 Analyst,Monitoring,5,Evening,Active,2023-09-21
AN24001,ORG00468,Priya Malhotra 24001,L2 Analyst,Incident Response,10,Night,Active,2023-12-12
AN24002,ORG00814,Arjun Joshi 24002,L3 Analyst,Threat Hunting,2,Night,Active,2022-10-02
AN24003,ORG00932,Priya Joshi 24003,SOC Engineer,Threat Hunting,3,Morning,Active,2025-11-17
AN24004,ORG00178,Vikram Verma 24004,SOC Engineer,Threat Hunting,5,Evening,Active,2023-07-20
AN24005,ORG00168,Priya Sharma 24005,L2 Analyst,Incident Response,7,Morning,Active,2025-09-30
AN24006,ORG00284,Aman Patel 24006,SOC Engineer,Threat Detection,7,Night,Active,2023-06-23
AN24007,ORG00825,Aman Gupta 24007,SOC Engineer,Monitoring,1,Morning,Active,2024-10-29
AN24008,ORG00887,Ananya Singh 24008,L1 Analyst,Monitoring,7,Evening,Active,2022-02-07
AN24009,ORG00782,Riya Mehta 24009,L1 Analyst,Monitoring,5,Night,Active,2023-11-22
AN24010,ORG00026,Karan Verma 24010,L1 Analyst,Incident Response,7,Evening,Active,2024-03-20
AN24011,ORG00996,Aman Kumar 24011,L2 Analyst,Threat Hunting,1,Night,Active,2024-09-30
AN24012,ORG00344,Riya Mehta 24012,SOC Engineer,Threat Hunting,1,Night,Active,2026-01-15
AN24013,ORG00653,Karan Verma 24013,SOC Engineer,Threat Detection,5,Evening,Active,2023-10-10
AN24014,ORG00333,Priya Verma 24014,L1 Analyst,Monitoring,8,Night,Active,2025-03-07
AN24015,ORG00805,Aman Malhotra 24015,SOC Engineer,Incident Response,5,Evening,Active,2025-07-02
AN24016,ORG00454,Aman Das 24016,L1 Analyst,Threat Hunting,6,Night,Active,2023-04-21
AN24017,ORG00877,Ananya Malhotra 24017,SOC Engineer,Monitoring,7,Night,Active,2022-10-05
AN24018,ORG00318,Vikram Gupta 24018,L1 Analyst,Monitoring,3,Morning,Active,2024-01-14
AN24019,ORG00940,Neha Joshi 24019,SOC Engineer,Threat Detection,8,Evening,Active,2025-06-03
AN24020,ORG00081,Priya Verma 24020,L1 Analyst,Threat Hunting,2,Night,Active,2025-01-02
AN24021,ORG00742,Aman Patel 24021,SOC Engineer,Incident Response,7,Evening,Active,2023-10-09
AN24022,ORG00715,Aman Singh 24022,L1 Analyst,Threat Hunting,1,Morning,Active,2023-01-24
AN24023,ORG00187,Priya Malhotra 24023,L2 Analyst,Threat Detection,3,Evening,Active,2022-07-16
AN24024,ORG00074,Aman Mehta 24024,SOC Engineer,Threat Detection,5,Morning,Active,2023-02-11
AN24025,ORG00915,Neha Joshi 24025,SOC Engineer,Threat Detection,9,Night,Active,2024-07-16
AN24026,ORG00184,Ananya Malhotra 24026,SOC Engineer,Incident Response,10,Morning,Active,2023-11-10
AN24027,ORG00713,Riya Joshi 24027,SOC Engineer,Threat Hunting,4,Evening,Active,2025-05-13
AN24028,ORG00908,Ananya Patel 24028,L2 Analyst,Threat Detection,2,Morning,Active,2022-03-02
AN24029,ORG00070,Rahul Das 24029,SOC Engineer,Threat Hunting,12,Evening,Active,2024-05-31
AN24030,ORG00571,Riya Patel 24030,L3 Analyst,Incident Response,7,Night,Active,2022-08-07
AN24031,ORG00172,Simran Joshi 24031,SOC Engineer,Monitoring,3,Morning,Active,2022-05-20
AN24032,ORG00553,Priya Verma 24032,L1 Analyst,Incident Response,8,Morning,Active,2024-06-17
AN24033,ORG00690,Riya Verma 24033,L3 Analyst,Threat Hunting,9,Morning,Active,2022-08-09
AN24034,ORG00074,Ananya Mehta 24034,SOC Engineer,Monitoring,10,Evening,Active,2025-08-18
AN24035,ORG00007,Rahul Singh 24035,SOC Engineer,Incident Response,11,Evening,Active,2023-07-13
AN24036,ORG00981,Arjun Kumar 24036,L3 Analyst,Incident Response,10,Evening,Active,2024-01-02
AN24037,ORG00864,Neha Mehta 24037,L2 Analyst,Monitoring,7,Night,Active,2025-01-06
AN24038,ORG00990,Arjun Das 24038,L2 Analyst,Incident Response,1,Morning,Active,2023-08-11
AN24039,ORG00953,Ananya Joshi 24039,L1 Analyst,Incident Response,7,Night,Active,2023-07-17
AN24040,ORG00977,Riya Malhotra 24040,SOC Engineer,Threat Hunting,7,Night,Active,2022-08-27
AN24041,ORG00452,Neha Gupta 24041,L1 Analyst,Incident Response,11,Morning,Active,2022-10-12
AN24042,ORG00038,Karan Gupta 24042,L3 Analyst,Incident Response,3,Morning,Active,2022-01-11
AN24043,ORG00514,Riya Sharma 24043,L3 Analyst,Threat Detection,6,Morning,Active,2025-02-24
AN24044,ORG00234,Karan Verma 24044,L2 Analyst,Monitoring,8,Morning,Active,2024-01-30
AN24045,ORG00044,Neha Gupta 24045,L1 Analyst,Incident Response,3,Evening,Active,2022-08-03
AN24046,ORG00939,Simran Verma 24046,SOC Engineer,Incident Response,1,Evening,Active,2025-05-02
AN24047,ORG00542,Rahul Das 24047,L2 Analyst,Incident Response,11,Morning,Active,2023-01-14
AN24048,ORG00642,Arjun Patel 24048,L2 Analyst,Monitoring,8,Evening,Active,2025-09-11
AN24049,ORG00169,Aman Malhotra 24049,SOC Engineer,Incident Response,3,Night,Active,2025-06-20
AN24050,ORG00618,Rahul Das 24050,L2 Analyst,Threat Hunting,3,Morning,Active,2023-03-09
AN24051,ORG00032,Karan Patel 24051,L3 Analyst,Threat Hunting,9,Morning,Active,2022-09-03
AN24052,ORG00069,Riya Patel 24052,L1 Analyst,Incident Response,12,Morning,Active,2025-01-28
AN24053,ORG00269,Priya Das 24053,L2 Analyst,Incident Response,7,Morning,Active,2023-02-20
AN24054,ORG00176,Arjun Patel 24054,L1 Analyst,Monitoring,9,Night,Active,2023-08-08
AN24055,ORG00886,Ananya Das 24055,L2 Analyst,Monitoring,5,Night,Active,2024-05-27
AN24056,ORG00532,Karan Patel 24056,SOC Engineer,Monitoring,2,Night,Active,2025-09-14
AN24057,ORG00446,Karan Joshi 24057,L2 Analyst,Threat Detection,7,Evening,Active,2024-11-29
AN24058,ORG00720,Neha Singh 24058,SOC Engineer,Monitoring,11,Morning,Active,2024-11-07
AN24059,ORG00526,Karan Mehta 24059,L1 Analyst,Threat Hunting,10,Evening,Active,2024-05-24
AN24060,ORG00215,Karan Mehta 24060,L1 Analyst,Monitoring,12,Morning,Inactive,2024-12-02
AN24061,ORG00114,Simran Kumar 24061,L3 Analyst,Threat Detection,6,Morning,Active,2022-09-09
AN24062,ORG00075,Rahul Singh 24062,L3 Analyst,Incident Response,5,Evening,Active,2022-05-02
AN24063,ORG00720,Simran Singh 24063,SOC Engineer,Threat Hunting,1,Evening,On Leave,2025-06-21
AN24064,ORG00527,Rahul Sharma 24064,SOC Engineer,Monitoring,8,Morning,Active,2025-10-18
AN24065,ORG00912,Riya Das 24065,L2 Analyst,Threat Detection,6,Night,Active,2023-10-28
AN24066,ORG00650,Riya Das 24066,SOC Engineer,Monitoring,4,Evening,Active,2023-11-09
AN24067,ORG00707,Ananya Kumar 24067,L1 Analyst,Threat Hunting,1,Evening,Inactive,2025-07-14
AN24068,ORG00639,Neha Gupta 24068,L1 Analyst,Monitoring,2,Morning,Active,2022-04-27
AN24069,ORG00086,Neha Patel 24069,L3 Analyst,Threat Detection,4,Night,Inactive,2025-07-04
AN24070,ORG00723,Arjun Patel 24070,L2 Analyst,Threat Hunting,8,Evening,Active,2024-06-27
AN24071,ORG00121,Arjun Mehta 24071,SOC Engineer,Monitoring,6,Night,Active,2024-03-01
AN24072,ORG00680,Priya Das 24072,L1 Analyst,Monitoring,4,Night,Active,2022-06-20
AN24073,ORG00280,Simran Das 24073,L2 Analyst,Threat Detection,2,Evening,Active,2024-04-23
AN24074,ORG00430,Riya Gupta 24074,L2 Analyst,Monitoring,9,Night,Active,2022-04-03
AN24075,ORG00624,Neha Patel 24075,SOC Engineer,Threat Hunting,9,Evening,Active,2024-09-11
AN24076,ORG00599,Rahul Malhotra 24076,L2 Analyst,Threat Hunting,1,Evening,Active,2025-06-21
AN24077,ORG00009,Riya Kumar 24077,L3 Analyst,Threat Hunting,12,Evening,Active,2023-02-19
AN24078,ORG00859,Rahul Malhotra 24078,L3 Analyst,Threat Detection,8,Morning,Active,2022-07-23
AN24079,ORG00869,Vikram Kumar 24079,L2 Analyst,Threat Detection,9,Night,Active,2025-05-26
AN24080,ORG00464,Arjun Das 24080,SOC Engineer,Monitoring,3,Evening,Active,2025-07-07
AN24081,ORG00067,Ananya Patel 24081,L2 Analyst,Monitoring,3,Night,Active,2022-03-03
AN24082,ORG00144,Neha Kumar 24082,SOC Engineer,Monitoring,4,Morning,Active,2022-09-20
AN24083,ORG00546,Karan Mehta 24083,SOC Engineer,Threat Hunting,8,Night,Active,2023-05-19
AN24084,ORG00304,Riya Gupta 24084,L1 Analyst,Threat Hunting,8,Morning,On Leave,2022-08-02
AN24085,ORG00349,Ananya Das 24085,L1 Analyst,Monitoring,12,Night,Active,2024-06-24
AN24086,ORG00643,Karan Sharma 24086,L2 Analyst,Incident Response,12,Night,Active,2023-08-26
AN24087,ORG00521,Karan Gupta 24087,L1 Analyst,Incident Response,6,Evening,Active,2024-05-03
AN24088,ORG00803,Karan Das 24088,SOC Engineer,Monitoring,8,Night,Active,2025-07-24
AN24089,ORG00994,Rahul Gupta 24089,L3 Analyst,Incident Response,11,Night,Active,2025-08-15
AN24090,ORG00886,Riya Gupta 24090,L3 Analyst,Threat Detection,5,Evening,Active,2025-08-21
AN24091,ORG00217,Vikram Joshi 24091,L2 Analyst,Threat Hunting,7,Night,Active,2023-10-15
AN24092,ORG00328,Riya Patel 24092,SOC Engineer,Monitoring,7,Night,Active,2023-11-23
AN24093,ORG00937,Aman Das 24093,L1 Analyst,Monitoring,8,Morning,Active,2023-10-22
AN24094,ORG00642,Arjun Kumar 24094,SOC Engineer,Threat Hunting,12,Morning,Active,2023-04-09
AN24095,ORG00816,Rahul Patel 24095,L2 Analyst,Threat Hunting,5,Night,Active,2024-08-24
AN24096,ORG00395,Simran Gupta 24096,L3 Analyst,Threat Hunting,10,Night,Active,2023-01-15
AN24097,ORG00399,Simran Sharma 24097,SOC Engineer,Threat Hunting,1,Evening,Active,2025-01-14
AN24098,ORG00696,Priya Mehta 24098,SOC Engineer,Threat Detection,6,Evening,Active,2024-02-16
AN24099,ORG00874,Priya Das 24099,L3 Analyst,Incident Response,9,Morning,Active,2024-09-16
AN24100,ORG00264,Priya Das 24100,SOC Engineer,Threat Detection,1,Evening,Active,2022-01-24
AN24101,ORG00576,Arjun Sharma 24101,L3 Analyst,Incident Response,2,Night,Active,2024-09-27
AN24102,ORG00813,Priya Joshi 24102,L3 Analyst,Monitoring,8,Night,Active,2023-10-24
AN24103,ORG00274,Aman Malhotra 24103,L1 Analyst,Incident Response,9,Night,Active,2024-10-25
AN24104,ORG00245,Priya Kumar 24104,L2 Analyst,Threat Hunting,11,Night,Inactive,2022-06-11
AN24105,ORG00361,Karan Gupta 24105,L1 Analyst,Incident Response,7,Morning,Active,2022-03-31
AN24106,ORG00884,Priya Gupta 24106,L1 Analyst,Incident Response,11,Night,Active,2025-01-20
AN24107,ORG00571,Aman Mehta 24107,L1 Analyst,Incident Response,12,Morning,Active,2024-01-12
AN24108,ORG00144,Priya Malhotra 24108,L2 Analyst,Monitoring,2,Morning,Active,2024-10-16
AN24109,ORG00876,Rahul Singh 24109,L1 Analyst,Monitoring,3,Night,Active,2026-01-29
AN24110,ORG00597,Rahul Sharma 24110,L1 Analyst,Monitoring,11,Morning,Active,2024-10-10
AN24111,ORG00710,Riya Sharma 24111,L1 Analyst,Threat Hunting,12,Evening,Active,2025-04-25
AN24112,ORG00256,Aman Malhotra 24112,L3 Analyst,Incident Response,1,Morning,Active,2024-04-03
AN24113,ORG00650,Arjun Singh 24113,L1 Analyst,Monitoring,11,Evening,Inactive,2023-09-28
AN24114,ORG00766,Neha Joshi 24114,SOC Engineer,Monitoring,3,Evening,Active,2023-07-12
AN24115,ORG00011,Arjun Singh 24115,L2 Analyst,Monitoring,10,Morning,Inactive,2025-05-02
AN24116,ORG00947,Riya Patel 24116,L2 Analyst,Monitoring,10,Morning,Active,2022-09-09
AN24117,ORG00023,Aman Das 24117,L1 Analyst,Monitoring,3,Morning,Active,2025-10-17
AN24118,ORG00650,Riya Mehta 24118,L2 Analyst,Threat Detection,3,Night,Active,2022-10-02
AN24119,ORG00513,Simran Singh 24119,SOC Engineer,Threat Detection,2,Evening,Active,2023-08-14
AN24120,ORG00996,Karan Mehta 24120,L2 Analyst,Threat Hunting,5,Night,Active,2024-05-06
AN24121,ORG00464,Neha Kumar 24121,SOC Engineer,Monitoring,1,Night,Active,2025-06-01
AN24122,ORG00979,Aman Das 24122,L2 Analyst,Incident Response,1,Morning,Active,2025-11-24
AN24123,ORG00275,Priya Patel 24123,L2 Analyst,Threat Hunting,9,Evening,Active,2025-11-30
AN24124,ORG00241,Aman Mehta 24124,SOC Engineer,Threat Detection,10,Morning,Active,2026-01-18
AN24125,ORG00666,Karan Joshi 24125,L1 Analyst,Monitoring,10,Evening,Active,2024-05-03
AN24126,ORG00181,Simran Kumar 24126,L1 Analyst,Threat Hunting,7,Morning,Active,2025-10-30
AN24127,ORG00737,Simran Malhotra 24127,L2 Analyst,Incident Response,9,Evening,Active,2024-12-18
AN24128,ORG00257,Aman Verma 24128,L1 Analyst,Threat Hunting,2,Evening,Active,2024-03-06
AN24129,ORG00724,Rahul Mehta 24129,SOC Engineer,Monitoring,3,Evening,Active,2024-02-02
AN24130,ORG00724,Aman Kumar 24130,SOC Engineer,Threat Hunting,8,Night,Active,2022-03-11
AN24131,ORG00183,Vikram Sharma 24131,L2 Analyst,Threat Detection,1,Night,Active,2022-10-29
AN24132,ORG00415,Priya Sharma 24132,SOC Engineer,Monitoring,7,Morning,Active,2022-06-11
AN24133,ORG00204,Riya Kumar 24133,L2 Analyst,Monitoring,5,Morning,Active,2022-07-08
AN24134,ORG00666,Rahul Sharma 24134,L1 Analyst,Threat Detection,1,Evening,On Leave,2022-08-01
AN24135,ORG00856,Priya Joshi 24135,L2 Analyst,Monitoring,1,Morning,Active,2024-11-22
AN24136,ORG00701,Vikram Verma 24136,L1 Analyst,Incident Response,12,Morning,Active,2025-10-11
AN24137,ORG00716,Vikram Joshi 24137,SOC Engineer,Threat Hunting,5,Night,Active,2024-06-06
AN24138,ORG00822,Neha Mehta 24138,L1 Analyst,Threat Hunting,3,Night,Active,2022-12-14
AN24139,ORG00614,Simran Kumar 24139,SOC Engineer,Monitoring,4,Night,Active,2025-12-28
AN24140,ORG00987,Ananya Mehta 24140,SOC Engineer,Monitoring,9,Morning,Active,2024-07-21
AN24141,ORG00427,Karan Gupta 24141,L3 Analyst,Monitoring,9,Night,Active,2024-01-07
AN24142,ORG00036,Aman Gupta 24142,L3 Analyst,Incident Response,8,Night,Active,2022-09-08
AN24143,ORG00972,Karan Gupta 24143,L3 Analyst,Threat Detection,1,Morning,Active,2023-12-18
AN24144,ORG00072,Simran Mehta 24144,L3 Analyst,Incident Response,12,Night,Active,2024-05-06
AN24145,ORG00447,Arjun Mehta 24145,L1 Analyst,Threat Detection,3,Morning,Active,2022-11-20
AN24146,ORG00955,Priya Kumar 24146,SOC Engineer,Threat Detection,7,Morning,Active,2025-03-03
AN24147,ORG00878,Karan Patel 24147,SOC Engineer,Monitoring,2,Evening,Active,2025-03-05
AN24148,ORG00803,Rahul Verma 24148,SOC Engineer,Monitoring,6,Night,Active,2024-05-12
AN24149,ORG00506,Riya Mehta 24149,L1 Analyst,Monitoring,6,Morning,Active,2024-01-13
AN24150,ORG00115,Simran Sharma 24150,L1 Analyst,Incident Response,12,Evening,Active,2025-10-10
AN24151,ORG00739,Ananya Gupta 24151,L2 Analyst,Threat Hunting,4,Night,Active,2023-07-18
AN24152,ORG00521,Neha Sharma 24152,L1 Analyst,Threat Hunting,12,Evening,Active,2025-12-23
AN24153,ORG00178,Aman Kumar 24153,L1 Analyst,Threat Hunting,12,Evening,Active,2022-09-16
AN24154,ORG00682,Riya Verma 24154,L1 Analyst,Incident Response,6,Morning,On Leave,2023-10-21
AN24155,ORG00869,Arjun Malhotra 24155,L3 Analyst,Monitoring,4,Night,Active,2022-11-19
AN24156,ORG00271,Neha Singh 24156,L3 Analyst,Threat Detection,11,Night,Active,2026-01-06
AN24157,ORG00647,Vikram Gupta 24157,SOC Engineer,Threat Hunting,9,Night,Active,2024-05-08
AN24158,ORG00309,Riya Gupta 24158,L2 Analyst,Threat Hunting,6,Night,Active,2023-11-10
AN24159,ORG00192,Priya Gupta 24159,L1 Analyst,Threat Detection,2,Morning,Active,2025-04-18
AN24160,ORG00631,Vikram Patel 24160,SOC Engineer,Incident Response,2,Morning,Active,2022-09-07
AN24161,ORG00327,Riya Malhotra 24161,L3 Analyst,Monitoring,1,Evening,On Leave,2025-11-26
AN24162,ORG00889,Riya Verma 24162,SOC Engineer,Incident Response,9,Morning,Active,2022-10-30
AN24163,ORG00402,Neha Das 24163,L1 Analyst,Threat Hunting,3,Evening,Active,2024-06-25
AN24164,ORG00719,Ananya Verma 24164,SOC Engineer,Incident Response,8,Morning,Active,2025-07-09
AN24165,ORG00100,Neha Singh 24165,L2 Analyst,Incident Response,3,Night,Active,2022-08-25
AN24166,ORG00944,Ananya Mehta 24166,L2 Analyst,Threat Detection,8,Morning,Active,2022-04-26
AN24167,ORG00054,Karan Mehta 24167,L1 Analyst,Threat Hunting,4,Evening,Active,2025-07-20
AN24168,ORG00639,Rahul Malhotra 24168,L3 Analyst,Threat Detection,2,Morning,Active,2024-10-08
AN24169,ORG00796,Arjun Verma 24169,L1 Analyst,Monitoring,1,Night,Active,2025-03-01
AN24170,ORG00279,Rahul Patel 24170,L2 Analyst,Monitoring,9,Evening,Active,2024-02-24
AN24171,ORG00189,Simran Malhotra 24171,L3 Analyst,Threat Hunting,3,Evening,Active,2022-04-27
AN24172,ORG00270,Karan Singh 24172,L3 Analyst,Threat Hunting,3,Morning,Active,2024-01-08
AN24173,ORG00550,Karan Verma 24173,L3 Analyst,Incident Response,4,Evening,Active,2024-12-25
AN24174,ORG00445,Rahul Malhotra 24174,L3 Analyst,Threat Detection,8,Night,Active,2025-03-01
AN24175,ORG00486,Karan Kumar 24175,SOC Engineer,Incident Response,4,Morning,Active,2024-02-16
AN24176,ORG00657,Neha Joshi 24176,L3 Analyst,Threat Hunting,3,Evening,Active,2022-04-11
AN24177,ORG00649,Riya Das 24177,L1 Analyst,Incident Response,2,Night,Active,2024-09-15
AN24178,ORG00718,Neha Gupta 24178,L3 Analyst,Threat Detection,1,Evening,Active,2025-08-29
AN24179,ORG00171,Ananya Das 24179,SOC Engineer,Monitoring,12,Morning,Active,2023-03-09
AN24180,ORG00935,Vikram Joshi 24180,SOC Engineer,Threat Hunting,5,Morning,Active,2025-02-15
AN24181,ORG00577,Priya Sharma 24181,L3 Analyst,Monitoring,6,Morning,Active,2025-04-17
AN24182,ORG00655,Neha Sharma 24182,L2 Analyst,Threat Detection,6,Evening,Active,2024-03-22
AN24183,ORG00058,Rahul Singh 24183,L1 Analyst,Threat Detection,7,Morning,On Leave,2025-04-26
AN24184,ORG00348,Neha Patel 24184,L1 Analyst,Threat Hunting,3,Night,Active,2024-12-26
AN24185,ORG00733,Priya Joshi 24185,SOC Engineer,Threat Detection,5,Morning,Active,2026-01-23
AN24186,ORG00779,Vikram Sharma 24186,L2 Analyst,Threat Hunting,12,Night,Active,2025-07-02
AN24187,ORG00834,Ananya Malhotra 24187,L3 Analyst,Incident Response,11,Night,Active,2024-01-30
AN24188,ORG00481,Karan Gupta 24188,L3 Analyst,Incident Response,4,Evening,Active,2023-08-29
AN24189,ORG00535,Rahul Malhotra 24189,L1 Analyst,Monitoring,1,Morning,Active,2023-07-25
AN24190,ORG00182,Arjun Malhotra 24190,L1 Analyst,Threat Hunting,3,Evening,Active,2023-05-01
AN24191,ORG01000,Vikram Verma 24191,SOC Engineer,Incident Response,12,Morning,Active,2025-12-09
AN24192,ORG00310,Arjun Joshi 24192,L1 Analyst,Incident Response,5,Evening,On Leave,2023-01-20
AN24193,ORG00502,Simran Joshi 24193,SOC Engineer,Threat Detection,12,Night,Active,2025-08-19
AN24194,ORG00758,Simran Patel 24194,SOC Engineer,Threat Hunting,2,Night,Active,2023-07-09
AN24195,ORG00581,Vikram Mehta 24195,L2 Analyst,Incident Response,11,Morning,Active,2022-03-29
AN24196,ORG00539,Rahul Singh 24196,SOC Engineer,Monitoring,7,Morning,On Leave,2022-06-26
AN24197,ORG00371,Arjun Gupta 24197,SOC Engineer,Threat Hunting,6,Night,Active,2025-08-15
AN24198,ORG00845,Riya Gupta 24198,L1 Analyst,Incident Response,3,Morning,Active,2024-01-20
AN24199,ORG00880,Arjun Singh 24199,L2 Analyst,Monitoring,5,Night,Active,2025-12-20
AN24200,ORG00158,Arjun Gupta 24200,L2 Analyst,Incident Response,4,Morning,Active,2023-06-28
AN24201,ORG00504,Rahul Kumar 24201,L1 Analyst,Monitoring,8,Evening,Active,2024-08-05
AN24202,ORG00821,Rahul Sharma 24202,SOC Engineer,Threat Detection,3,Evening,Active,2025-02-09
AN24203,ORG00334,Neha Mehta 24203,L1 Analyst,Threat Detection,4,Evening,Active,2023-01-29
AN24204,ORG00573,Priya Mehta 24204,L2 Analyst,Threat Detection,3,Evening,Active,2022-06-02
AN24205,ORG00361,Karan Verma 24205,SOC Engineer,Incident Response,10,Evening,Active,2022-05-21
AN24206,ORG00448,Riya Patel 24206,L1 Analyst,Monitoring,5,Morning,Active,2024-12-10
AN24207,ORG00503,Karan Patel 24207,L2 Analyst,Threat Hunting,4,Morning,Active,2022-02-17
AN24208,ORG00384,Rahul Sharma 24208,L1 Analyst,Monitoring,12,Night,Active,2025-05-18
AN24209,ORG00467,Vikram Verma 24209,SOC Engineer,Threat Detection,5,Night,Active,2022-06-08
AN24210,ORG00976,Riya Kumar 24210,L3 Analyst,Threat Hunting,5,Morning,Active,2023-04-05
AN24211,ORG00100,Rahul Singh 24211,L1 Analyst,Monitoring,3,Morning,Active,2025-05-15
AN24212,ORG00463,Rahul Mehta 24212,L2 Analyst,Incident Response,3,Morning,Active,2025-03-21
AN24213,ORG00772,Karan Gupta 24213,SOC Engineer,Monitoring,6,Morning,Active,2025-01-09
AN24214,ORG00603,Ananya Gupta 24214,SOC Engineer,Monitoring,4,Evening,Active,2024-02-02
AN24215,ORG00057,Aman Sharma 24215,L1 Analyst,Threat Detection,9,Evening,Active,2023-08-17
AN24216,ORG00752,Neha Das 24216,L3 Analyst,Threat Hunting,4,Night,Active,2023-08-29
AN24217,ORG00242,Vikram Kumar 24217,SOC Engineer,Threat Hunting,7,Evening,Active,2024-10-12
AN24218,ORG00127,Arjun Sharma 24218,L2 Analyst,Monitoring,3,Night,Active,2026-01-13
AN24219,ORG00853,Karan Gupta 24219,L3 Analyst,Incident Response,3,Evening,Active,2026-01-04
AN24220,ORG00466,Ananya Joshi 24220,L3 Analyst,Threat Hunting,3,Evening,Active,2022-09-13
AN24221,ORG00228,Priya Joshi 24221,SOC Engineer,Threat Hunting,1,Night,Active,2024-01-10
AN24222,ORG00444,Simran Sharma 24222,L1 Analyst,Incident Response,1,Night,Active,2024-07-24
AN24223,ORG00427,Karan Patel 24223,L3 Analyst,Threat Hunting,9,Morning,Active,2025-08-18
AN24224,ORG00467,Simran Verma 24224,L2 Analyst,Threat Hunting,11,Night,Active,2023-01-26
AN24225,ORG00063,Ananya Kumar 24225,L2 Analyst,Threat Detection,8,Morning,Active,2026-02-03
AN24226,ORG00313,Priya Verma 24226,L3 Analyst,Threat Detection,11,Evening,Active,2022-06-06
AN24227,ORG00621,Vikram Kumar 24227,L1 Analyst,Threat Detection,9,Evening,Active,2024-09-29
AN24228,ORG00863,Neha Singh 24228,L3 Analyst,Threat Detection,9,Night,Active,2025-03-06
AN24229,ORG00675,Priya Mehta 24229,SOC Engineer,Monitoring,4,Evening,Active,2023-10-19
AN24230,ORG00276,Simran Sharma 24230,L3 Analyst,Threat Hunting,1,Night,Active,2025-12-28
AN24231,ORG00876,Riya Malhotra 24231,L2 Analyst,Monitoring,3,Morning,Active,2024-12-22
AN24232,ORG00429,Arjun Kumar 24232,SOC Engineer,Monitoring,12,Evening,Active,2023-02-23
AN24233,ORG00126,Simran Patel 24233,L1 Analyst,Incident Response,7,Morning,Active,2025-06-26
AN24234,ORG00389,Priya Joshi 24234,L3 Analyst,Threat Hunting,1,Night,Active,2022-09-08
AN24235,ORG00942,Neha Mehta 24235,L2 Analyst,Incident Response,9,Evening,Active,2025-04-18
AN24236,ORG00168,Neha Sharma 24236,L1 Analyst,Threat Detection,8,Morning,Active,2022-12-26
AN24237,ORG00629,Aman Sharma 24237,L3 Analyst,Incident Response,8,Night,Active,2023-01-10
AN24238,ORG00274,Arjun Verma 24238,L2 Analyst,Threat Hunting,7,Morning,Active,2023-04-13
AN24239,ORG00310,Karan Gupta 24239,SOC Engineer,Incident Response,10,Night,Active,2024-08-20
AN24240,ORG00678,Neha Malhotra 24240,SOC Engineer,Threat Hunting,11,Night,Active,2025-07-12
AN24241,ORG00877,Rahul Gupta 24241,L2 Analyst,Threat Detection,9,Night,On Leave,2022-11-29
AN24242,ORG00499,Priya Kumar 24242,L3 Analyst,Incident Response,11,Night,Active,2023-01-21
AN24243,ORG00477,Rahul Joshi 24243,L2 Analyst,Threat Hunting,4,Evening,Inactive,2025-05-28
AN24244,ORG00574,Priya Malhotra 24244,SOC Engineer,Monitoring,4,Evening,Active,2022-03-09
AN24245,ORG00117,Neha Patel 24245,L1 Analyst,Threat Hunting,9,Evening,Active,2023-08-23
AN24246,ORG00693,Ananya Patel 24246,L1 Analyst,Threat Hunting,11,Morning,Active,2022-12-23
AN24247,ORG00631,Ananya Verma 24247,L2 Analyst,Threat Hunting,11,Night,Active,2025-10-04
AN24248,ORG00135,Priya Joshi 24248,L1 Analyst,Monitoring,9,Morning,Active,2024-05-16
AN24249,ORG00433,Arjun Kumar 24249,L2 Analyst,Threat Hunting,7,Evening,Active,2022-04-07
AN24250,ORG00750,Rahul Kumar 24250,L1 Analyst,Incident Response,6,Evening,Active,2023-04-01
AN24251,ORG00498,Karan Gupta 24251,L1 Analyst,Threat Hunting,8,Evening,Active,2024-10-01
AN24252,ORG00442,Vikram Joshi 24252,SOC Engineer,Threat Hunting,3,Night,Active,2022-07-21
AN24253,ORG00423,Ananya Mehta 24253,SOC Engineer,Threat Detection,2,Morning,Active,2022-09-04
AN24254,ORG00148,Rahul Das 24254,SOC Engineer,Incident Response,10,Evening,Inactive,2025-04-12
AN24255,ORG00943,Rahul Gupta 24255,L3 Analyst,Threat Hunting,10,Morning,Active,2023-04-14
AN24256,ORG00282,Rahul Verma 24256,L1 Analyst,Monitoring,12,Evening,Active,2025-05-17
AN24257,ORG00450,Karan Sharma 24257,SOC Engineer,Threat Detection,5,Night,Active,2022-01-08
AN24258,ORG00571,Ananya Joshi 24258,L3 Analyst,Incident Response,2,Evening,Active,2023-11-10
AN24259,ORG00105,Riya Patel 24259,SOC Engineer,Threat Detection,2,Morning,Active,2023-03-07
AN24260,ORG00166,Riya Singh 24260,L3 Analyst,Threat Detection,6,Night,Active,2024-03-07
AN24261,ORG00289,Priya Gupta 24261,L2 Analyst,Threat Hunting,10,Night,Active,2025-02-27
AN24262,ORG00164,Vikram Das 24262,L1 Analyst,Monitoring,10,Morning,Active,2022-09-01
AN24263,ORG01000,Ananya Malhotra 24263,L3 Analyst,Incident Response,6,Morning,Active,2025-07-14
AN24264,ORG00302,Aman Sharma 24264,L3 Analyst,Threat Hunting,1,Morning,Inactive,2023-11-26
